lsoa11cd,nhstrustcd,nhstrustnm
E01013732,RT5,Leicestershire Partnership NHS Trust
E01002022,RKE,Whittington Health NHS Trust
E01004270,R1H,Barts Health NHS Trust
E01002177,R1K,London North West University Healthcare NHS Trust
E01022702,R1C,Solent NHS Trust
E01002345,RAT,North East London NHS Foundation Trust
E01008189,RR7,Gateshead Health NHS Foundation Trust
E01022125,RTE,Gloucestershire Hospitals NHS Foundation Trust
E01004065,RJZ,King's College Hospital NHS Foundation Trust
E01007160,RY7,Wirral Community Health and Care NHS Foundation Trust
E01003823,RY9,Hounslow and Richmond Community Healthcare NHS Trust
E01002328,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust"
E01006068,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust
E01017969,RGT,Cambridge University Hospitals NHS Foundation Trust
E01017256,R1C,Solent NHS Trust
E01006540,REM,Liverpool University Hospitals NHS Foundation Trust
E01011513,RY6,Leeds Community Healthcare NHS Trust
E01003373,RVR,Epsom and St Helier University Hospitals NHS Trust
E01018498,RBT,Mid Cheshire Hospitals NHS Foundation Trust
E01030677,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust
E01013761,RWE,University Hospitals of Leicester NHS Trust
E01006862,RTV,North West Boroughs Healthcare NHS Foundation Trust
E01012869,RWA,Hull University Teaching Hospitals NHS Trust
E01013554,RXM,Derbyshire Healthcare NHS Foundation Trust
E01027152,RNS,Northampton General Hospital NHS Trust
E01005812,RWJ,Stockport NHS Foundation Trust
E01002010,RKE,Whittington Health NHS Trust
E01010085,RBK,Walsall Healthcare NHS Trust
E01017332,R1F,Isle of Wight NHS Trust
E01007611,RXE,Rotherham Doncaster and South Humber NHS Foundation Trust
E01015395,RDY,Dorset Healthcare University NHS Foundation Trust
E01002749,RRP,"Barnet, Enfield and Haringey Mental Health NHS Trust"
E01031058,RLT,George Eliot Hospital NHS Trust
E01002884,RYJ,Imperial College Healthcare NHS Trust
E01002402,RAS,Hillingdon Hospitals NHS Foundation Trust
E01006502,RBN,St Helens and Knowsley Teaching Hospitals NHS Trust
E01007297,RBL,Wirral University Teaching Hospital NHS Foundation Trust
E01009586,RKB,University Hospitals Coventry and Warwickshire NHS Trust
E01021648,RDE,East Suffolk and North Essex NHS Foundation Trust
E01001948,RQM,Chelsea and Westminster Hospital NHS Foundation Trust
E01013812,RX1,Nottingham University Hospitals NHS Trust
E01029737,RRE,Midlands Partnership NHS Foundation Trust
E01002814,RQM,Chelsea and Westminster Hospital NHS Foundation Trust
E01000974,RNK,Tavistock and Portman NHS Foundation Trust
E01010662,RAE,Bradford Teaching Hospitals NHS Foundation Trust
E01002021,RKE,Whittington Health NHS Trust
E01003954,RJZ,King's College Hospital NHS Foundation Trust
E01028911,RL1,Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust
E01010679,RAE,Bradford Teaching Hospitals NHS Foundation Trust
E01013494,RTG,University Hospitals of Derby and Burton NHS Foundation Trust
E01002734,RRP,"Barnet, Enfield and Haringey Mental Health NHS Trust"
E01015485,RN3,Great Western Hospitals NHS Foundation Trust
E01026168,RWD,United Lincolnshire Hospitals NHS Trust
E01001986,RKE,Whittington Health NHS Trust
E01013234,RJL,Northern Lincolnshire and Goole NHS Foundation Trust
E01005967,RT2,Pennine Care NHS Foundation Trust
E01007857,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust
E01007305,RBL,Wirral University Teaching Hospital NHS Foundation Trust
E01001820,R1H,Barts Health NHS Trust
E01033651,NR0A,NHS Nightingale Hospital North West
E01031732,RPC,Queen Victoria Hospital NHS Foundation Trust
E01031117,RLT,George Eliot Hospital NHS Trust
E01009747,RNA,Dudley Group NHS Foundation Trust
E01032579,RJ2,Lewisham and Greenwich NHS Trust
E01007362,RFF,Barnsley Hospital NHS Foundation Trust
E01004551,RQM,Chelsea and Westminster Hospital NHS Foundation Trust
E01007042,RET,Walton Centre NHS Foundation Trust
E01003479,NR1H,NHS Nightingale Hospital London (phase 1)
E01002020,RKE,Whittington Health NHS Trust
E01002886,RYJ,Imperial College Healthcare NHS Trust
E01010099,TAJ,Black Country Healthcare NHS Foundation Trust
E01013977,RX1,Nottingham University Hospitals NHS Trust
E01008042,RCU,Sheffield Children's NHS Foundation Trust
E01003122,RJ1,Guy's and St Thomas' NHS Foundation Trust
E01019999,RH8,Royal Devon and Exeter NHS Foundation Trust
E01005609,NR0A,NHS Nightingale Hospital North West
E01013630,RT5,Leicestershire Partnership NHS Trust
E01033422,RHW,Royal Berkshire NHS Foundation Trust
E01001737,RRP,"Barnet, Enfield and Haringey Mental Health NHS Trust"
E01009273,RXK,Sandwell and West Birmingham Hospitals NHS Trust
E01007855,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust
E01003358,RJ7,St George's University Hospitals NHS Foundation Trust
E01028558,RNU,Oxford Health NHS Foundation Trust
E01005628,RM3,Northern Care Alliance NHS Ft
E01020016,RH8,Royal Devon and Exeter NHS Foundation Trust
E01026832,RY3,Norfolk Community Health and Care NHS Trust
E01001480,RAP,North Middlesex University Hospital NHS Trust
E01016388,RHW,Royal Berkshire NHS Foundation Trust
E01002109,RAN,Royal National Orthopaedic Hospital NHS Trust
E01005007,RXV,Greater Manchester Mental Health NHS Foundation Trust
E01003476,RJ7,St George's University Hospitals NHS Foundation Trust
E01019557,RY8,Derbyshire Community Health Services NHS Foundation Trust
E01003352,RJ2,Lewisham and Greenwich NHS Trust
E01000328,RPG,Oxleas NHS Foundation Trust
E01012578,RXR,East Lancashire Hospitals NHS Trust
E01006583,RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust
E01025399,RW5,Lancashire and South Cumbria NHS Foundation Trust
E01025402,RW5,Lancashire and South Cumbria NHS Foundation Trust
E01028267,RK5,Sherwood Forest Hospitals NHS Foundation Trust
E01017249,RHM,University Hospital Southampton NHS Foundation Trust
E01031809,RYR,University Hospitals Sussex NHS Foundation Trust
E01009365,RYW,Birmingham Community Healthcare NHS Foundation Trust
E01022947,RHU,Portsmouth Hospitals University National Health Service Trust
E01029299,RH5,Somerset NHS Foundation Trust
E01005613,RW6,Pennine Acute Hospitals NHS Trust
E01002014,RRP,"Barnet, Enfield and Haringey Mental Health NHS Trust"
E01026669,RCX,"Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust"
E01007526,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust
E01002382,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust"
E01028903,RL1,Robert Jones and Agnes Hunt Orthopaedic Hospital NHS Foundation Trust
E01032022,RNZ,Salisbury NHS Foundation Trust
E01008232,RR7,Gateshead Health NHS Foundation Trust
E01002075,RAP,North Middlesex University Hospital NHS Trust
E01028554,RNU,Oxford Health NHS Foundation Trust
E01004520,RJ7,St George's University Hospitals NHS Foundation Trust
E01023882,RWG,West Hertfordshire Hospitals NHS Trust
E01005039,RXV,Greater Manchester Mental Health NHS Foundation Trust
E01010369,RBK,Walsall Healthcare NHS Trust
E01004941,RXV,Greater Manchester Mental Health NHS Foundation Trust
E01020128,RBZ,Northern Devon Healthcare NHS Trust
E01000087,RAT,North East London NHS Foundation Trust
E01003895,RY9,Hounslow and Richmond Community Healthcare NHS Trust
E01011209,RWY,Calderdale and Huddersfield NHS Foundation Trust
E01006944,RVY,Southport and Ormskirk Hospital NHS Trust
E01016353,RHW,Royal Berkshire NHS Foundation Trust
E01000836,RV5,South London and Maudsley NHS Foundation Trust
E01004162,RVR,Epsom and St Helier University Hospitals NHS Trust
E01033486,TAF,Camden and Islington NHS Foundation Trust
E01033076,R0B,South Tyneside and Sunderland NHS Foundation Trust
E01003834,RY9,Hounslow and Richmond Community Healthcare NHS Trust
E01017742,RXQ,Buckinghamshire Healthcare NHS Trust
E01003281,RJ2,Lewisham and Greenwich NHS Trust
E01007711,RFR,Rotherham NHS Foundation Trust
E01011878,RXG,South West Yorkshire Partnership NHS Foundation Trust
E01005133,R0A,Manchester University NHS Foundation Trust
E01002199,R1K,London North West University Healthcare NHS Trust
E01033387,RFS,Chesterfield Royal Hospital NHS Foundation Trust
E01004508,RQY,South West London and St George's Mental Health NHS Trust
E01025310,RXN,Lancashire Teaching Hospitals NHS Foundation Trust
E01027127,RP1,Northamptonshire Healthcare NHS Foundation Trust
E01007527,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust
E01026666,RCX,"Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust"
E01017582,RC9,Bedfordshire Hospitals NHS Foundation Trust
E01020132,RBZ,Northern Devon Healthcare NHS Trust
E01017744,RXQ,Buckinghamshire Healthcare NHS Trust
E01006859,RTV,North West Boroughs Healthcare NHS Foundation Trust
E01002037,RAP,North Middlesex University Hospital NHS Trust
E01027169,RNS,Northampton General Hospital NHS Trust
E01005970,RT2,Pennine Care NHS Foundation Trust
E01017092,RHU,Portsmouth Hospitals University National Health Service Trust
E01027188,RNS,Northampton General Hospital NHS Trust
E01031114,RLT,George Eliot Hospital NHS Trust
E01013222,RJL,Northern Lincolnshire and Goole NHS Foundation Trust
E01001259,RKL,West London NHS Trust
E01033257,RJE,University Hospitals of North Midlands NHS Trust
E01007862,RCU,Sheffield Children's NHS Foundation Trust
E01011293,RY6,Leeds Community Healthcare NHS Trust
E01028562,RTH,Oxford University Hospitals NHS Foundation Trust
E01005624,RM3,Northern Care Alliance NHS Ft
E01004039,RWK,East London NHS Foundation Trust
E01012690,RXL,Blackpool Teaching Hospitals NHS Foundation Trust
E01007650,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust
E01002748,RRP,"Barnet, Enfield and Haringey Mental Health NHS Trust"
E01003592,NR1H,NHS Nightingale Hospital London (phase 1)
E01022114,RTE,Gloucestershire Hospitals NHS Foundation Trust
E01007655,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust
E01008156,RCU,Sheffield Children's NHS Foundation Trust
E01030612,RTP,Surrey and Sussex Healthcare NHS Trust
E01031107,RLT,George Eliot Hospital NHS Trust
E01033010,RR8,Leeds Teaching Hospitals NHS Trust
E01028165,RHA,Nottinghamshire Healthcare NHS Foundation Trust
E01014736,RA7,University Hospitals Bristol and Weston NHS Foundation Trust
E01027088,RP1,Northamptonshire Healthcare NHS Foundation Trust
E01027720,NRR8,NHS Nightingale Hospital Yorkshire and The Humber
E01002928,RAX,Kingston Hospital NHS Foundation Trust
E01033665,RW6,Pennine Acute Hospitals NHS Trust
E01008586,RTF,Northumbria Healthcare NHS Foundation Trust
E01001726,RRP,"Barnet, Enfield and Haringey Mental Health NHS Trust"
E01000708,RV5,South London and Maudsley NHS Foundation Trust
E01004477,RQY,South West London and St George's Mental Health NHS Trust
E01015265,RA9,Torbay and South Devon NHS Foundation Trust
E01010265,RBK,Walsall Healthcare NHS Trust
E01006110,NR0A,NHS Nightingale Hospital North West
E01006638,RBS,Alder Hey Children's NHS Foundation Trust
E01008108,RCU,Sheffield Children's NHS Foundation Trust
E01002451,RAS,Hillingdon Hospitals NHS Foundation Trust
E01002237,R1K,London North West University Healthcare NHS Trust
E01013870,RX1,Nottingham University Hospitals NHS Trust
E01002781,RP6,Moorfields Eye Hospital NHS Foundation Trust
E01004228,RQX,Homerton University Hospital NHS Foundation Trust
E01033644,RYW,Birmingham Community Healthcare NHS Foundation Trust
E01009379,RYW,Birmingham Community Healthcare NHS Foundation Trust
E01026693,RCX,"Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust"
E01008053,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust
E01033700,RP6,Moorfields Eye Hospital NHS Foundation Trust
E01022308,RTQ,Gloucestershire Health and Care NHS Foundation Trust
E01019361,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust
E01006591,RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust
E01012599,RXR,East Lancashire Hospitals NHS Trust
E01008194,RR7,Gateshead Health NHS Foundation Trust
E01003942,RWK,East London NHS Foundation Trust
E01003170,RJZ,King's College Hospital NHS Foundation Trust
E01025458,RW5,Lancashire and South Cumbria NHS Foundation Trust
E01018819,REF,Royal Cornwall Hospitals NHS Trust
E01018242,RT1,Cambridgeshire and Peterborough NHS Foundation Trust
E01026793,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust
E01016373,RHW,Royal Berkshire NHS Foundation Trust
E01004755,RYJ,Imperial College Healthcare NHS Trust
E01017150,RHM,University Hospital Southampton NHS Foundation Trust
E01026709,RCX,"Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust"
E01009058,RYW,Birmingham Community Healthcare NHS Foundation Trust
E01012675,RXL,Blackpool Teaching Hospitals NHS Foundation Trust
E01004669,RJ1,Guy's and St Thomas' NHS Foundation Trust
E01024121,RVV,East Kent Hospitals University NHS Foundation Trust
E01001167,RJ6,Croydon Health Services NHS Trust
E01000060,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust"
E01003810,RY9,Hounslow and Richmond Community Healthcare NHS Trust
E01028575,RNU,Oxford Health NHS Foundation Trust
E01008481,RTF,Northumbria Healthcare NHS Foundation Trust
E01023935,RWR,Hertfordshire Partnership University NHS Foundation Trust
E01008394,RX4,"Cumbria, Northumberland, Tyne and Wear NHS Foundation Trust"
E01003961,RJZ,King's College Hospital NHS Foundation Trust
E01015603,RGN,North West Anglia NHS Foundation Trust
E01006726,REP,Liverpool Women's NHS Foundation Trust
E01017961,RT1,Cambridgeshire and Peterborough NHS Foundation Trust
E01008452,RX4,"Cumbria, Northumberland, Tyne and Wear NHS Foundation Trust"
E01016216,RWX,Berkshire Healthcare NHS Foundation Trust
E01014699,RA7,University Hospitals Bristol and Weston NHS Foundation Trust
E01015455,R0D,University Hospitals Dorset NHS Foundation Trust
E01003195,RJ2,Lewisham and Greenwich NHS Trust
E01013624,RT5,Leicestershire Partnership NHS Trust
E01013641,RWE,University Hospitals of Leicester NHS Trust
E01004099,RVR,Epsom and St Helier University Hospitals NHS Trust
E01011408,RGD,Leeds and York Partnership NHS Foundation Trust
E01014601,RVJ,North Bristol NHS Trust
E01030661,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust
E01009366,RQ3,Birmingham Women's and Children's NHS Foundation Trust
E01001745,RQX,Homerton University Hospital NHS Foundation Trust
E01027653,NRR8,NHS Nightingale Hospital Yorkshire and The Humber
E01015765,RC9,Bedfordshire Hospitals NHS Foundation Trust
E01012520,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust
E01010835,RAE,Bradford Teaching Hospitals NHS Foundation Trust
E01000107,RAT,North East London NHS Foundation Trust
E01003956,RJZ,King's College Hospital NHS Foundation Trust
E01033680,NR0A,NHS Nightingale Hospital North West
E01011951,RVW,North Tees and Hartlepool NHS Foundation Trust
E01033015,RY6,Leeds Community Healthcare NHS Trust
E01022280,RTQ,Gloucestershire Health and Care NHS Foundation Trust
E01002050,RRP,"Barnet, Enfield and Haringey Mental Health NHS Trust"
E01003222,RJ2,Lewisham and Greenwich NHS Trust
E01013219,RJL,Northern Lincolnshire and Goole NHS Foundation Trust
E01016741,RD8,Milton Keynes University Hospital NHS Foundation Trust
E01002113,RAN,Royal National Orthopaedic Hospital NHS Trust
E01011083,RWY,Calderdale and Huddersfield NHS Foundation Trust
E01012512,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust
E01002924,RAX,Kingston Hospital NHS Foundation Trust
E01004946,RXV,Greater Manchester Mental Health NHS Foundation Trust
E01003348,RJ2,Lewisham and Greenwich NHS Trust
E01023554,RWG,West Hertfordshire Hospitals NHS Trust
E01008094,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust
E01006542,REM,Liverpool University Hospitals NHS Foundation Trust
E01002099,RRP,"Barnet, Enfield and Haringey Mental Health NHS Trust"
E01009201,RYW,Birmingham Community Healthcare NHS Foundation Trust
E01011084,RWY,Calderdale and Huddersfield NHS Foundation Trust
E01009790,RNA,Dudley Group NHS Foundation Trust
E01012061,RTR,South Tees Hospitals NHS Foundation Trust
E01003599,NR1H,NHS Nightingale Hospital London (phase 1)
E01021670,RDE,East Suffolk and North Essex NHS Foundation Trust
E01013118,RV9,Humber Teaching NHS Foundation Trust
E01016218,RWX,Berkshire Healthcare NHS Foundation Trust
E01002986,RAX,Kingston Hospital NHS Foundation Trust
E01001289,RKL,West London NHS Trust
E01002743,RRP,"Barnet, Enfield and Haringey Mental Health NHS Trust"
E01003492,N4H3U,NHS Nightingale Hospital London (phase 2)
E01019358,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust
E01029721,RRE,Midlands Partnership NHS Foundation Trust
E01003964,RJZ,King's College Hospital NHS Foundation Trust
E01025569,RXL,Blackpool Teaching Hospitals NHS Foundation Trust
E01001369,RKL,West London NHS Trust
E01013733,RT5,Leicestershire Partnership NHS Trust
E01033091,RXY,Kent and Medway NHS and Social Care Partnership Trust
E01013702,RWE,University Hospitals of Leicester NHS Trust
E01003123,RJ1,Guy's and St Thomas' NHS Foundation Trust
E01010069,TAJ,Black Country Healthcare NHS Foundation Trust
E01002071,RRP,"Barnet, Enfield and Haringey Mental Health NHS Trust"
E01004552,RQY,South West London and St George's Mental Health NHS Trust
E01012793,RWA,Hull University Teaching Hospitals NHS Trust
E01002805,RKE,Whittington Health NHS Trust
E01004010,RJZ,King's College Hospital NHS Foundation Trust
E01013162,RJL,Northern Lincolnshire and Goole NHS Foundation Trust
